site_nm,company,cnt,user_cnt,cnt_p_user,user_ratio
Slack,xaomi,194111,6077,31.94,0.13
기아 커넥트,xaomi,165426,6056,27.32,0.13
에이닷,xaomi,103946,5951,17.47,0.13
KB증권,xaomi,337905,5900,57.27,0.13
쏘카,xaomi,109596,5871,18.67,0.13
마나토끼,xaomi,130907,5869,22.3,0.13
MissAV,xaomi,102381,5776,17.73,0.13
Polaris Office,xaomi,93795,5774,16.24,0.13
TradingView,xaomi,330335,5766,57.29,0.13
현대 카페이,xaomi,146122,5755,25.39,0.13
북토끼,xaomi,134022,5680,23.6,0.12
Wechat,xaomi,1932793,5629,343.36,0.12
다음 이슈포커스,xaomi,85001,5472,15.53,0.12
알바몬,xaomi,98649,5420,18.2,0.12
Roblox,xaomi,990844,5363,184.76,0.12
plaync,xaomi,236357,5316,44.46,0.12
리멤버,xaomi,232765,5265,44.21,0.12
Brawl Stars,xaomi,92077,5238,17.58,0.12
미래에셋증권 M-STOCK,xaomi,264052,5230,50.49,0.12
캐롯손해보험,xaomi,81977,5137,15.96,0.11
Google 캘린더,xaomi,118623,5128,23.13,0.11
Google 뉴스,xaomi,80833,5101,15.85,0.11
골프존,xaomi,360032,4939,72.9,0.11
한국투자증권,xaomi,119916,4907,24.44,0.11
Investing,xaomi,184514,4873,37.86,0.11
Visa,xaomi,84797,4686,18.1,0.1
umeng,xaomi,138447,4674,29.62,0.1
NH투자증권,xaomi,476121,4631,102.81,0.1
WhatsApp,xaomi,383476,4622,82.97,0.1
마카롱,xaomi,120534,4617,26.11,0.1
MediaTek,xaomi,148755,4564,32.59,0.1
SUPERCELL,xaomi,431175,4492,95.99,0.1
